tumbol_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,sum_rain_y
101601.0,0.0,0.11,5.55,17.73,72.84,3.46,18.49,27.26,28.36,6.85,137.42,17.93,214.92,109.36,38.92,44.82,31.69,24.39,66.38,72.6,58.17,125.6,36.42,46.81,125.09,103.57,301.32,414.44,77.16,131.22,12.64,98.43,153.79,69.18,0.93,0.0,2693.8499999999985
101602.0,0.0,0.11,5.55,17.73,72.84,3.46,18.49,27.26,28.36,6.85,137.42,17.93,214.92,109.36,38.92,44.82,31.69,24.39,66.38,72.6,58.17,125.6,36.42,46.81,125.09,103.57,301.32,414.44,77.16,131.22,12.64,98.43,153.79,69.18,0.93,0.0,2693.8499999999985
101701.0,0.0,3.22,16.18,19.3,59.27,2.55,12.94,16.5,34.58,2.94,158.62,30.09,129.41,97.09,53.3,71.72,41.18,57.82,77.66,74.6,105.12,151.22,48.82,76.94,116.46,116.78,254.83,258.79,32.25,69.0,6.67,74.11,122.34,25.0,1.6,0.0,2418.9
101702.0,0.0,3.22,16.18,19.3,59.27,2.55,12.94,16.5,34.58,2.94,158.62,30.09,129.41,97.09,53.3,71.72,41.18,57.82,77.66,74.6,105.12,151.22,48.82,76.94,116.46,116.78,254.83,258.79,32.25,69.0,6.67,74.11,122.34,25.0,1.6,0.0,2418.9
101704.0,0.0,3.22,16.18,19.3,59.27,2.55,12.94,16.5,34.58,2.94,158.62,30.09,129.41,97.09,53.3,71.72,41.18,57.82,77.66,74.6,105.12,151.22,48.82,76.94,116.46,116.78,254.83,258.79,32.25,69.0,6.67,74.11,122.34,25.0,1.6,0.0,2418.9
101801.0,0.0,1.87,12.09,19.25,66.81,4.01,15.94,24.21,35.23,5.64,153.06,22.04,194.27,99.85,31.94,45.86,29.89,31.06,76.67,69.18,62.45,129.53,36.16,52.04,109.13,100.33,281.54,370.56,56.18,110.43,9.8,89.45,148.54,53.71,1.08,0.0,2549.7999999999997
101802.0,0.0,1.87,12.09,19.25,66.81,4.01,15.94,24.21,35.23,5.64,153.06,22.04,194.27,99.85,31.94,45.86,29.89,31.06,76.67,69.18,62.45,129.53,36.16,52.04,109.13,100.33,281.54,370.56,56.18,110.43,9.8,89.45,148.54,53.71,1.08,0.0,2549.7999999999997
101803.0,0.0,1.87,12.09,19.25,66.81,4.01,15.94,24.21,35.23,5.64,153.06,22.04,194.27,99.85,31.94,45.86,29.89,31.06,76.67,69.18,62.45,129.53,36.16,52.04,109.13,100.33,281.54,370.56,56.18,110.43,9.8,89.45,148.54,53.71,1.08,0.0,2549.7999999999997
101804.0,0.0,1.87,12.09,19.25,66.81,4.01,15.94,24.21,35.23,5.64,153.06,22.04,194.27,99.85,31.94,45.86,29.89,31.06,76.67,69.18,62.45,129.53,36.16,52.04,109.13,100.33,281.54,370.56,56.18,110.43,9.8,89.45,148.54,53.71,1.08,0.0,2549.7999999999997
101901.0,0.0,1.57,6.06,19.62,71.56,1.77,17.18,20.5,29.7,5.14,134.61,20.53,155.47,108.14,52.07,67.87,40.9,46.47,61.44,80.72,88.29,145.91,49.05,68.31,131.98,115.86,306.85,344.48,63.3,99.26,9.47,89.11,157.03,43.36,0.93,0.0,2654.5100000000007
101902.0,0.0,1.57,6.06,19.62,71.56,1.77,17.18,20.5,29.7,5.14,134.61,20.53,155.47,108.14,52.07,67.87,40.9,46.47,61.44,80.72,88.29,145.91,49.05,68.31,131.98,115.86,306.85,344.48,63.3,99.26,9.47,89.11,157.03,43.36,0.93,0.0,2654.5100000000007
101903.0,0.0,1.57,6.06,19.62,71.56,1.77,17.18,20.5,29.7,5.14,134.61,20.53,155.47,108.14,52.07,67.87,40.9,46.47,61.44,80.72,88.29,145.91,49.05,68.31,131.98,115.86,306.85,344.48,63.3,99.26,9.47,89.11,157.03,43.36,0.93,0.0,2654.5100000000007
101904.0,0.0,1.57,6.06,19.62,71.56,1.77,17.18,20.5,29.7,5.14,134.61,20.53,155.47,108.14,52.07,67.87,40.9,46.47,61.44,80.72,88.29,145.91,49.05,68.31,131.98,115.86,306.85,344.48,63.3,99.26,9.47,89.11,157.03,43.36,0.93,0.0,2654.5100000000007
101905.0,0.0,1.57,6.06,19.62,71.56,1.77,17.18,20.5,29.7,5.14,134.61,20.53,155.47,108.14,52.07,67.87,40.9,46.47,61.44,80.72,88.29,145.91,49.05,68.31,131.98,115.86,306.85,344.48,63.3,99.26,9.47,89.11,157.03,43.36,0.93,0.0,2654.5100000000007
101907.0,0.0,1.57,6.06,19.62,71.56,1.77,17.18,20.5,29.7,5.14,134.61,20.53,155.47,108.14,52.07,67.87,40.9,46.47,61.44,80.72,88.29,145.91,49.05,68.31,131.98,115.86,306.85,344.48,63.3,99.26,9.47,89.11,157.03,43.36,0.93,0.0,2654.5100000000007
102004.0,0.0,1.57,6.06,19.62,71.56,1.77,17.18,20.5,29.7,5.14,134.61,20.53,155.47,108.14,52.07,67.87,40.9,46.47,61.44,80.72,88.29,145.91,49.05,68.31,131.98,115.86,306.85,344.48,63.3,99.26,9.47,89.11,157.03,43.36,0.93,0.0,2654.5100000000007
102005.0,0.0,1.57,6.06,19.62,71.56,1.77,17.18,20.5,29.7,5.14,134.61,20.53,155.47,108.14,52.07,67.87,40.9,46.47,61.44,80.72,88.29,145.91,49.05,68.31,131.98,115.86,306.85,344.48,63.3,99.26,9.47,89.11,157.03,43.36,0.93,0.0,2654.5100000000007
102006.0,0.0,1.57,6.06,19.62,71.56,1.77,17.18,20.5,29.7,5.14,134.61,20.53,155.47,108.14,52.07,67.87,40.9,46.47,61.44,80.72,88.29,145.91,49.05,68.31,131.98,115.86,306.85,344.48,63.3,99.26,9.47,89.11,157.03,43.36,0.93,0.0,2654.5100000000007
102007.0,0.0,1.57,6.06,19.62,71.56,1.77,17.18,20.5,29.7,5.14,134.61,20.53,155.47,108.14,52.07,67.87,40.9,46.47,61.44,80.72,88.29,145.91,49.05,68.31,131.98,115.86,306.85,344.48,63.3,99.26,9.47,89.11,157.03,43.36,0.93,0.0,2654.5100000000007
102009.0,0.0,1.57,6.06,19.62,71.56,1.77,17.18,20.5,29.7,5.14,134.61,20.53,155.47,108.14,52.07,67.87,40.9,46.47,61.44,80.72,88.29,145.91,49.05,68.31,131.98,115.86,306.85,344.48,63.3,99.26,9.47,89.11,157.03,43.36,0.93,0.0,2654.5100000000007
102105.0,0.0,0.08,5.39,17.71,68.18,7.19,17.96,24.74,28.42,7.01,126.65,15.29,198.07,101.29,36.71,44.15,30.34,23.99,64.82,68.38,54.51,118.52,39.29,41.79,119.52,101.57,277.14,415.21,72.05,140.76,15.25,95.47,158.72,77.57,0.92,0.0,2614.6600000000003
