PROV_CODE,AMP_CODE,TAM_CODE,PROV_NAMT,PROV_NAME,AMP_NAMT,AMP_NAME,TAM_NAMT,TAM_NAME,PA,PAT,amenity,name,name:th,layer
10.0,34.0,1.0,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,สวนหลวง,SUAN LUANG,1034.0,103401.0,toilets,,,
10.0,34.0,1.0,กรุงเทพมหานคร,BANGKOK,สวนหลวง,SUAN LUANG,สวนหลวง,SUAN LUANG,1034.0,103401.0,toilets,,,
58.0,1.0,1.0,แม่ฮ่องสอน,MAE HONG SON,เมืองแม่ฮ่องสอน,MUEANG MAE HONG SON,จองคำ,CHONG KHAM,5801.0,580101.0,toilets,,,
57.0,3.0,1.0,เชียงราย,CHIANG RAI,เชียงของ,CHIANG KHONG,เวียง,WIANG,5703.0,570301.0,toilets,,,
58.0,3.0,1.0,แม่ฮ่องสอน,MAE HONG SON,ปาย,PAI,เวียงใต้,WIANG TAI,5803.0,580301.0,toilets,,,
58.0,3.0,3.0,แม่ฮ่องสอน,MAE HONG SON,ปาย,PAI,แม่นาเติง,MAE NA TOENG,5803.0,580303.0,toilets,,,
10.0,25.0,1.0,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,บางพลัด,BANG PHLAT,1025.0,102501.0,toilets,,,
10.0,25.0,1.0,กรุงเทพมหานคร,BANGKOK,บางพลัด,BANG PHLAT,บางพลัด,BANG PHLAT,1025.0,102501.0,toilets,,,
81.0,1.0,3.0,กระบี่,KRABI,เมืองกระบี่,MUEANG KRABI,กระบี่น้อย,KRABI NOI,8101.0,810103.0,toilets,,,
81.0,1.0,3.0,กระบี่,KRABI,เมืองกระบี่,MUEANG KRABI,กระบี่น้อย,KRABI NOI,8101.0,810103.0,toilets,,,
13.0,2.0,6.0,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คลองหก,KHLONG HOK,1302.0,130206.0,toilets,,,
58.0,3.0,5.0,แม่ฮ่องสอน,MAE HONG SON,ปาย,PAI,ทุ่งยาว,THUNG YAO,5803.0,580305.0,toilets,,,
42.0,10.0,1.0,เลย,LOEI,ภูกระดึง,PHU KRADUENG,ศรีฐาน,SI THAN,4210.0,421001.0,toilets,,,
42.0,10.0,1.0,เลย,LOEI,ภูกระดึง,PHU KRADUENG,ศรีฐาน,SI THAN,4210.0,421001.0,toilets,,,
42.0,10.0,1.0,เลย,LOEI,ภูกระดึง,PHU KRADUENG,ศรีฐาน,SI THAN,4210.0,421001.0,toilets,,,
42.0,10.0,1.0,เลย,LOEI,ภูกระดึง,PHU KRADUENG,ศรีฐาน,SI THAN,4210.0,421001.0,toilets,,,
42.0,10.0,1.0,เลย,LOEI,ภูกระดึง,PHU KRADUENG,ศรีฐาน,SI THAN,4210.0,421001.0,toilets,,,
42.0,10.0,1.0,เลย,LOEI,ภูกระดึง,PHU KRADUENG,ศรีฐาน,SI THAN,4210.0,421001.0,toilets,,,
50.0,1.0,8.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001.0,500108.0,toilets,,,
10.0,1.0,1.0,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,พระบรมมหาราชวัง,PHRABOROM MAHARATCHAWANG,1001.0,100101.0,toilets,,,
10.0,1.0,1.0,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,พระบรมมหาราชวัง,PHRABOROM MAHARATCHAWANG,1001.0,100101.0,toilets,,,
10.0,1.0,1.0,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,พระบรมมหาราชวัง,PHRABOROM MAHARATCHAWANG,1001.0,100101.0,toilets,,,
14.0,1.0,4.0,พระนครศรีอยุธยา,PHRA NAKHON SI AYUTTHAYA,พระนครศรีอยุธยา,PHRA NAKHON SI AYUTTHAYA,หัวรอ,HUA RO,1401.0,140104.0,toilets,,,
10.0,7.0,3.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ปทุมวัน,PATHUM WAN,1007.0,100703.0,toilets,,,
32.0,14.0,1.0,สุรินทร์,SURIN,พนมดงรัก,PHANOM DONG RAK,บักได,BAK DAI,3214.0,321401.0,toilets,,,
32.0,14.0,4.0,สุรินทร์,SURIN,พนมดงรัก,PHANOM DONG RAK,ตาเมียง,TA MIANG,3214.0,321404.0,toilets,,,
67.0,5.0,1.0,เพชรบูรณ์,PHETCHABUN,วิเชียรบุรี,WICHIAN BURI,ท่าโรง,THA RONG,6705.0,670501.0,toilets,,,
76.0,4.0,2.0,เพชรบุรี,PHETCHABURI,ชะอำ,CHA-AM,บางเก่า,BANG KAO,7604.0,760402.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
50.0,2.0,3.0,เชียงใหม่,CHIANG MAI,จอมทอง,CHOM THONG,บ้านหลวง,BAN LUANG,5002.0,500203.0,toilets,,,
42.0,5.0,2.0,เลย,LOEI,ด่านซ้าย,DAN SAI,ปากหมัน,PAK MAN,4205.0,420502.0,toilets,,,
57.0,13.0,3.0,เชียงราย,CHIANG RAI,เวียงแก่น,WIANG KAEN,หล่ายงาว,LAI NGAO,5713.0,571303.0,toilets,,,
19.0,1.0,13.0,สระบุรี,SARABURI,เมืองสระบุรี,MUEANG SARABURI,ตลิ่งชัน,TALING CHAN,1901.0,190113.0,toilets,,,
41.0,2.0,3.0,อุดรธานี,UDON THANI,กุดจับ,KUT CHAP,ขอนยูง,KHON YUNG,4102.0,410203.0,toilets,,,
50.0,1.0,6.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,วัดเกต,WAT KET,5001.0,500106.0,toilets,Public Toilet,,
77.0,7.0,2.0,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,หัวหิน,HUA HIN,หนองแก,NONG KAE,7707.0,770702.0,toilets,,,
57.0,1.0,16.0,เชียงราย,CHIANG RAI,เมืองเชียงราย,MUEANG CHIANG RAI,ป่าอ้อดอนชัย,PA O DON CHAI,5701.0,570116.0,toilets,,,
58.0,3.0,1.0,แม่ฮ่องสอน,MAE HONG SON,ปาย,PAI,เวียงใต้,WIANG TAI,5803.0,580301.0,toilets,,,
57.0,1.0,2.0,เชียงราย,CHIANG RAI,เมืองเชียงราย,MUEANG CHIANG RAI,รอบเวียง,ROP WIANG,5701.0,570102.0,toilets,,,
57.0,1.0,2.0,เชียงราย,CHIANG RAI,เมืองเชียงราย,MUEANG CHIANG RAI,รอบเวียง,ROP WIANG,5701.0,570102.0,toilets,,,
52.0,13.0,1.0,ลำปาง,LAMPANG,เมืองปาน,MUEANG PAN,เมืองปาน,MUEANG PAN,5213.0,521301.0,toilets,,,
77.0,3.0,5.0,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,ทับสะแก,THAP SAKAE,ห้วยยาง,HUAI YANG,7703.0,770305.0,toilets,,,
18.0,2.0,3.0,ชัยนาท,CHAI NAT,มโนรมย์,MANOROM,ศิลาดาน,SILA DAN,1802.0,180203.0,toilets,,,
57.0,10.0,1.0,เชียงราย,CHIANG RAI,แม่สรวย,MAE SUAI,แม่สรวย,MAE SUAI,5710.0,571001.0,toilets,,,
27.0,6.0,1.0,สระแก้ว,SA KAEO,อรัญประเทศ,ARANYAPRATHET,อรัญประเทศ,ARANYAPRATHET,2706.0,270601.0,toilets,,,
10.0,30.0,4.0,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จอมพล,CHOMPHON,1030.0,103004.0,toilets,,,
10.0,30.0,4.0,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จอมพล,CHOMPHON,1030.0,103004.0,toilets,,,
10.0,30.0,4.0,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จอมพล,CHOMPHON,1030.0,103004.0,toilets,,,
10.0,30.0,4.0,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จอมพล,CHOMPHON,1030.0,103004.0,toilets,,,
10.0,30.0,4.0,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จอมพล,CHOMPHON,1030.0,103004.0,toilets,,,
10.0,30.0,4.0,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จอมพล,CHOMPHON,1030.0,103004.0,toilets,,,
50.0,1.0,4.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างม่อย,CHANG MOI,5001.0,500104.0,toilets,,,
73.0,2.0,2.0,นครปฐม,NAKHON PATHOM,กำแพงแสน,KAMPHAENG SAEN,กระตีบ,KRATIP,7302.0,730202.0,toilets,,,
23.0,1.0,6.0,ตราด,TRAT,เมืองตราด,MUEANG TRAT,อ่าวใหญ่,AO YAI,2301.0,230106.0,toilets,,,
91.0,1.0,6.0,สตูล,SATUN,เมืองสตูล,MUEANG SATUN,เกาะสาหร่าย,KO SARAI,9101.0,910106.0,toilets,,,
81.0,3.0,5.0,กระบี่,KRABI,เกาะลันตา,KO LANTA,ศาลาด่าน,SALA DAN,8103.0,810305.0,toilets,,,
92.0,2.0,13.0,ตรัง,TRANG,กันตัง,KANTANG,เกาะลิบง,KO LIBONG,9202.0,920213.0,toilets,,,
86.0,1.0,16.0,ชุมพร,CHUMPHON,เมืองชุมพร,MUEANG CHUMPHON,หาดทรายรี,HAT SAI RI,8601.0,860116.0,toilets,Toilette,,
84.0,17.0,1.0,สุราษฎร์ธานี,SURAT THANI,พุนพิน,PHUNPHIN,ท่าข้าม,THA KHAM,8417.0,841701.0,toilets,,,
81.0,3.0,1.0,กระบี่,KRABI,เกาะลันตา,KO LANTA,เกาะลันตาใหญ่,KO LANTA YAI,8103.0,810301.0,toilets,,,
10.0,13.0,2.0,กรุงเทพมหานคร,BANGKOK,สัมพันธวงศ์,SAMPHANTHAWONG,สัมพันธวงศ์,SAMPHANTHAWONG,1013.0,101302.0,toilets,,,
11.0,4.0,9.0,สมุทรปราการ,SAMUT PRAKAN,พระประแดง,PHRA PRADAENG,บางกะเจ้า,BANG KACHAO,1104.0,110409.0,toilets,,,
51.0,1.0,3.0,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,อุโมงค์,UMONG,5101.0,510103.0,toilets,,,
83.0,2.0,2.0,ภูเก็ต,PHUKET,กะทู้,KATHU,ป่าตอง,PA TONG,8302.0,830202.0,toilets,,,
10.0,1.0,1.0,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,พระบรมมหาราชวัง,PHRABOROM MAHARATCHAWANG,1001.0,100101.0,toilets,,,
77.0,1.0,1.0,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,เมืองประจวบคีรีขันธ์,MUEANG PRACHUAP KHIRI KHAN,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,7701.0,770101.0,toilets,,,
60.0,1.0,1.0,นครสวรรค์,NAKHON SAWAN,เมืองนครสวรรค์,MUEANG NAKHON SAWAN,ปากน้ำโพ,PAK NAM PHO,6001.0,600101.0,toilets,,,
60.0,1.0,1.0,นครสวรรค์,NAKHON SAWAN,เมืองนครสวรรค์,MUEANG NAKHON SAWAN,ปากน้ำโพ,PAK NAM PHO,6001.0,600101.0,toilets,,,
84.0,5.0,3.0,สุราษฎร์ธานี,SURAT THANI,เกาะพะงัน,KO PHA-NGAN,เกาะเต่า,KO TAO,8405.0,840503.0,toilets,,,
10.0,32.0,2.0,กรุงเทพมหานคร,BANGKOK,ประเวศ,PRAWET,หนองบอน,NONG BON,1032.0,103202.0,toilets,,,
83.0,3.0,5.0,ภูเก็ต,PHUKET,ถลาง,THALANG,ไม้ขาว,MAI KHAO,8303.0,830305.0,toilets,,,
24.0,1.0,13.0,ฉะเชิงเทรา,CHACHOENGSAO,เมืองฉะเชิงเทรา,MUEANG CHACHOENGSAO,บางพระ,BANG PHRA,2401.0,240113.0,toilets,,,
26.0,2.0,7.0,นครนายก,NAKHON NAYOK,ปากพลี,PAK PHLI,นาหินลาด,NA HIN LAT,2602.0,260207.0,toilets,,,
24.0,6.0,6.0,ฉะเชิงเทรา,CHACHOENGSAO,พนมสารคาม,PHANOM SARAKHAM,ท่าถ่าน,THA THAN,2406.0,240606.0,toilets,,,
26.0,3.0,6.0,นครนายก,NAKHON NAYOK,บ้านนา,BAN NA,บางอ้อ,BANG O,2603.0,260306.0,toilets,,,
58.0,1.0,5.0,แม่ฮ่องสอน,MAE HONG SON,เมืองแม่ฮ่องสอน,MUEANG MAE HONG SON,หมอกจำแป่,MOK CHAMPAE,5801.0,580105.0,toilets,,,
10.0,30.0,5.0,กรุงเทพมหานคร,BANGKOK,จตุจักร,CHATUCHAK,จตุจักร,CHATUCHAK,1030.0,103005.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
13.0,6.0,2.0,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,ลาดสวาย,LAT SAWAI,1306.0,130602.0,toilets,,,
23.0,6.0,2.0,ตราด,TRAT,เกาะกูด,KO KUT,เกาะกูด,KO KUT,2306.0,230602.0,toilets,,,
62.0,1.0,10.0,กำแพงเพชร,KAMPHAENG PHET,เมืองกำแพงเพชร,MUEANG KAMPHAENG PHET,หนองปลิง,NONG PLING,6201.0,620110.0,toilets,,,
50.0,1.0,6.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,วัดเกต,WAT KET,5001.0,500106.0,toilets,,,
23.0,6.0,2.0,ตราด,TRAT,เกาะกูด,KO KUT,เกาะกูด,KO KUT,2306.0,230602.0,toilets,,,
23.0,6.0,2.0,ตราด,TRAT,เกาะกูด,KO KUT,เกาะกูด,KO KUT,2306.0,230602.0,toilets,,,
23.0,6.0,2.0,ตราด,TRAT,เกาะกูด,KO KUT,เกาะกูด,KO KUT,2306.0,230602.0,toilets,,,
51.0,1.0,3.0,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,อุโมงค์,UMONG,5101.0,510103.0,toilets,,,
51.0,1.0,3.0,ลำพูน,LAMPHUN,เมืองลำพูน,MUEANG LAMPHUN,อุโมงค์,UMONG,5101.0,510103.0,toilets,,,
23.0,1.0,2.0,ตราด,TRAT,เมืองตราด,MUEANG TRAT,หนองเสม็ด,NONG SAMET,2301.0,230102.0,toilets,,,
22.0,1.0,6.0,จันทบุรี,CHANTHABURI,เมืองจันทบุรี,MUEANG CHANTHABURI,ท่าช้าง,THA CHANG,2201.0,220106.0,toilets,,,
21.0,8.0,1.0,ระยอง,RAYONG,นิคมพัฒนา,NIKHOM PHATTHANA,นิคมพัฒนา,NIKHOM PHATTHANA,2108.0,210801.0,toilets,,,
23.0,6.0,2.0,ตราด,TRAT,เกาะกูด,KO KUT,เกาะกูด,KO KUT,2306.0,230602.0,toilets,,,
13.0,2.0,1.0,ปทุมธานี,PATHUM THANI,คลองหลวง,KHLONG LUANG,คลองหนึ่ง,KHLONG NUENG,1302.0,130201.0,toilets,ห้องน้ำเสมอภาค,,
26.0,2.0,7.0,นครนายก,NAKHON NAYOK,ปากพลี,PAK PHLI,นาหินลาด,NA HIN LAT,2602.0,260207.0,toilets,Toilet,,
50.0,5.0,3.0,เชียงใหม่,CHIANG MAI,ดอยสะเก็ด,DOI SAKET,ลวงเหนือ,LUANG NUEA,5005.0,500503.0,toilets,,,
34.0,1.0,1.0,อุบลราชธานี,UBON RATCHATHANI,เมืองอุบลราชธานี,MUEANG UBON RATCHATHANI,ในเมือง,NAI MUEANG,3401.0,340101.0,toilets,,,
81.0,1.0,1.0,กระบี่,KRABI,เมืองกระบี่,MUEANG KRABI,ปากน้ำ,PAK NAM,8101.0,810101.0,toilets,,,
10.0,42.0,1.0,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,สายไหม,SAI MAI,1042.0,104201.0,toilets,,,
84.0,4.0,1.0,สุราษฎร์ธานี,SURAT THANI,เกาะสมุย,KO SAMUI,อ่างทอง,ANG THONG,8404.0,840401.0,toilets,,,
10.0,7.0,1.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,รองเมือง,RONG MUEANG,1007.0,100701.0,toilets,,,
50.0,19.0,6.0,เชียงใหม่,CHIANG MAI,สารภี,SARAPHI,หนองแฝก,NONG FAEK,5019.0,501906.0,toilets,,,
84.0,9.0,4.0,สุราษฎร์ธานี,SURAT THANI,บ้านตาขุน,BAN TA KHUN,เขาพัง,KHAO PHANG,8409.0,840904.0,toilets,,,
13.0,6.0,2.0,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,ลาดสวาย,LAT SAWAI,1306.0,130602.0,toilets,,,
10.0,36.0,5.0,กรุงเทพมหานคร,BANGKOK,ดอนเมือง,DON MUEANG,สนามบิน,SANAM BIN,1036.0,103605.0,toilets,,,
10.0,36.0,5.0,กรุงเทพมหานคร,BANGKOK,ดอนเมือง,DON MUEANG,สนามบิน,SANAM BIN,1036.0,103605.0,toilets,,,
64.0,2.0,1.0,สุโขทัย,SUKHOTHAI,บ้านด่านลานหอย,BAN DAN LAN HOI,ลานหอย,LAN HOI,6402.0,640201.0,toilets,,,
64.0,2.0,1.0,สุโขทัย,SUKHOTHAI,บ้านด่านลานหอย,BAN DAN LAN HOI,ลานหอย,LAN HOI,6402.0,640201.0,toilets,,,
84.0,17.0,11.0,สุราษฎร์ธานี,SURAT THANI,พุนพิน,PHUNPHIN,น้ำรอบ,NAM ROP,8417.0,841711.0,toilets,,,
50.0,1.0,8.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001.0,500108.0,toilets,,,
50.0,1.0,8.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,สุเทพ,SUTHEP,5001.0,500108.0,toilets,,,
82.0,1.0,3.0,พังงา,PHANGNGA,เมืองพังงา,MUEANG PHANGNGA,ถ้ำน้ำผุด,THAM NAM PHUT,8201.0,820103.0,toilets,,,
81.0,5.0,6.0,กระบี่,KRABI,อ่าวลึก,AO LUEK,อ่าวลึกเหนือ,AO LUEK NUEA,8105.0,810506.0,toilets,,,
92.0,3.0,7.0,ตรัง,TRANG,ย่านตาขาว,YAN TA KHAO,ทุ่งค่าย,THUNG KHAI,9203.0,920307.0,toilets,Toilette,,
66.0,8.0,2.0,พิจิตร,PHICHIT,ทับคล้อ,TAP KHLO,เขาทราย,KHAO SAI,6608.0,660802.0,toilets,,,
92.0,5.0,4.0,ตรัง,TRANG,สิเกา,SIKAO,ไม้ฝาด,MAI FAT,9205.0,920504.0,toilets,,,
35.0,8.0,10.0,ยโสธร,YASOTHON,เลิงนกทา,LOENG NOK THA,สามแยก,SAM YAEK,3508.0,350810.0,toilets,,,
58.0,4.0,2.0,แม่ฮ่องสอน,MAE HONG SON,แม่สะเรียง,MAE SARIANG,แม่สะเรียง,MAE SARIANG,5804.0,580402.0,toilets,,,
65.0,3.0,2.0,พิษณุโลก,PHITSANULOK,ชาติตระการ,CHAT TRAKAN,ชาติตระการ,CHAT TRAKAN,6503.0,650302.0,toilets,,,
65.0,3.0,2.0,พิษณุโลก,PHITSANULOK,ชาติตระการ,CHAT TRAKAN,ชาติตระการ,CHAT TRAKAN,6503.0,650302.0,toilets,,,
65.0,3.0,2.0,พิษณุโลก,PHITSANULOK,ชาติตระการ,CHAT TRAKAN,ชาติตระการ,CHAT TRAKAN,6503.0,650302.0,toilets,,,
21.0,2.0,2.0,ระยอง,RAYONG,บ้านฉาง,BAN CHANG,พลา,PHLA,2102.0,210202.0,toilets,,,
20.0,9.0,2.0,ชลบุรี,CHON BURI,สัตหีบ,SATTAHIP,นาจอมเทียน,NA CHOM THIAN,2009.0,200902.0,toilets,,,
20.0,9.0,2.0,ชลบุรี,CHON BURI,สัตหีบ,SATTAHIP,นาจอมเทียน,NA CHOM THIAN,2009.0,200902.0,toilets,,,
20.0,9.0,2.0,ชลบุรี,CHON BURI,สัตหีบ,SATTAHIP,นาจอมเทียน,NA CHOM THIAN,2009.0,200902.0,toilets,,,
20.0,9.0,2.0,ชลบุรี,CHON BURI,สัตหีบ,SATTAHIP,นาจอมเทียน,NA CHOM THIAN,2009.0,200902.0,toilets,,,
20.0,9.0,2.0,ชลบุรี,CHON BURI,สัตหีบ,SATTAHIP,นาจอมเทียน,NA CHOM THIAN,2009.0,200902.0,toilets,,,
20.0,9.0,2.0,ชลบุรี,CHON BURI,สัตหีบ,SATTAHIP,นาจอมเทียน,NA CHOM THIAN,2009.0,200902.0,toilets,,,
20.0,5.0,3.0,ชลบุรี,CHON BURI,พานทอง,PHAN THONG,มาบโป่ง,MAP PONG,2005.0,200503.0,toilets,,,
75.0,1.0,3.0,สมุทรสงคราม,SAMUT SONGKHRAM,เมืองสมุทรสงคราม,MUEANG SAMUT SONGKHRAM,ลาดใหญ่,LAT YAI,7501.0,750103.0,toilets,,,
75.0,1.0,1.0,สมุทรสงคราม,SAMUT SONGKHRAM,เมืองสมุทรสงคราม,MUEANG SAMUT SONGKHRAM,แม่กลอง,MAE KLONG,7501.0,750101.0,toilets,,,
13.0,6.0,1.0,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,คูคต,KHU KHOT,1306.0,130601.0,toilets,,,
13.0,6.0,1.0,ปทุมธานี,PATHUM THANI,ลำลูกกา,LAM LUK KA,คูคต,KHU KHOT,1306.0,130601.0,toilets,,,
50.0,1.0,3.0,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,หายยา,HAI YA,5001.0,500103.0,toilets,,,
91.0,1.0,6.0,สตูล,SATUN,เมืองสตูล,MUEANG SATUN,เกาะสาหร่าย,KO SARAI,9101.0,910106.0,toilets,,,
10.0,16.0,1.0,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,วัดอรุณ,WAT ARUN,1016.0,101601.0,toilets,,,
10.0,42.0,1.0,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,สายไหม,SAI MAI,1042.0,104201.0,toilets,,,
10.0,41.0,1.0,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,ทุ่งสองห้อง,THUNG SONG HONG,1041.0,104101.0,toilets,,,
10.0,41.0,1.0,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,ทุ่งสองห้อง,THUNG SONG HONG,1041.0,104101.0,toilets,,,
10.0,41.0,1.0,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,ทุ่งสองห้อง,THUNG SONG HONG,1041.0,104101.0,toilets,,,
10.0,41.0,1.0,กรุงเทพมหานคร,BANGKOK,หลักสี่,LAK SI,ทุ่งสองห้อง,THUNG SONG HONG,1041.0,104101.0,toilets,,,
10.0,7.0,2.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,วังใหม่,WANG MAI,1007.0,100702.0,toilets,,,
10.0,26.0,1.0,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,ดินแดง,DIN DAENG,1026.0,102601.0,toilets,,,
10.0,26.0,1.0,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,ดินแดง,DIN DAENG,1026.0,102601.0,toilets,,,
10.0,26.0,1.0,กรุงเทพมหานคร,BANGKOK,ดินแดง,DIN DAENG,ดินแดง,DIN DAENG,1026.0,102601.0,toilets,,,
10.0,7.0,3.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ปทุมวัน,PATHUM WAN,1007.0,100703.0,toilets,,,
10.0,7.0,3.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ปทุมวัน,PATHUM WAN,1007.0,100703.0,toilets,,,
10.0,7.0,3.0,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ปทุมวัน,PATHUM WAN,1007.0,100703.0,toilets,,,
10.0,43.0,1.0,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คันนายาว,KHAN NA YAO,1043.0,104301.0,toilets,,,
10.0,43.0,1.0,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คันนายาว,KHAN NA YAO,1043.0,104301.0,toilets,,,
10.0,43.0,1.0,กรุงเทพมหานคร,BANGKOK,คันนายาว,KHAN NA YAO,คันนายาว,KHAN NA YAO,1043.0,104301.0,toilets,,,
12.0,6.0,3.0,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206.0,120603.0,toilets,,,
12.0,6.0,3.0,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206.0,120603.0,toilets,,,
12.0,6.0,3.0,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206.0,120603.0,toilets,,,
12.0,6.0,3.0,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206.0,120603.0,toilets,,,
12.0,6.0,3.0,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206.0,120603.0,toilets,,,
12.0,6.0,3.0,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206.0,120603.0,toilets,,,
12.0,6.0,3.0,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206.0,120603.0,toilets,,,
12.0,6.0,3.0,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206.0,120603.0,toilets,,,
12.0,6.0,3.0,นนทบุรี,NONTHABURI,ปากเกร็ด,PAK KRET,บ้านใหม่,BAN MAI,1206.0,120603.0,toilets,,,
10.0,1.0,7.0,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,บวรนิเวศ,BOWON NIWET,1001.0,100107.0,toilets,,,
12.0,3.0,4.0,นนทบุรี,NONTHABURI,บางใหญ่,BANG YAI,เสาธงหิน,SAO THONG HIN,1203.0,120304.0,toilets,,,
10.0,33.0,1.0,กรุงเทพมหานคร,BANGKOK,คลองเตย,KHLONG TOEI,คลองเตย,KHLONG TOEI,1033.0,103301.0,toilets,,,
95.0,1.0,1.0,ยะลา,YALA,เมืองยะลา,MUEANG YALA,สะเตง,SATENG,9501.0,950101.0,toilets,,,
75.0,1.0,1.0,สมุทรสงคราม,SAMUT SONGKHRAM,เมืองสมุทรสงคราม,MUEANG SAMUT SONGKHRAM,แม่กลอง,MAE KLONG,7501.0,750101.0,toilets,,,
10.0,42.0,1.0,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,สายไหม,SAI MAI,1042.0,104201.0,toilets,,,
10.0,42.0,1.0,กรุงเทพมหานคร,BANGKOK,สายไหม,SAI MAI,สายไหม,SAI MAI,1042.0,104201.0,toilets,,,
81.0,1.0,1.0,กระบี่,KRABI,เมืองกระบี่,MUEANG KRABI,ปากน้ำ,PAK NAM,8101.0,810101.0,toilets,,,
10.0,16.0,1.0,กรุงเทพมหานคร,BANGKOK,บางกอกใหญ่,BANGKOK YAI,วัดอรุณ,WAT ARUN,1016.0,101601.0,toilets,,,
20.0,4.0,2.0,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004.0,200402.0,toilets,,,
